identifier,X,Y,rmse,mae,mean_rel_error,lpips,lacunarity_error
20190616_hrrrt17_npk,5.0,0.98,35.77442932128906,28.93679428100586,0.37064316868782043,0.18597255647182465,0.23673397734566523
20190616_hrrrt17_idw,5.0,0.98,21.011932373046875,15.5012845993042,0.24624952673912048,0.30765652656555176,0.21038408345070744
20190616_hrrrt17_ordinary_kriging,5.0,0.98,23.497413635253906,17.664953231811523,0.27798765897750854,0.24392592906951904,0.2293693766925028
20190616_hrrrt17_pk,5.0,0.98,29.962013244628906,23.21747398376465,0.3128437399864197,0.13956889510154724,0.13579846669721574
20190623_hrrrt20_npk,10.0,0.98,40.227970123291016,31.69812774658203,0.20636925101280212,0.12038934230804443,0.1687396656533499
20190623_hrrrt20_idw,10.0,0.98,24.652029037475586,16.635475158691406,0.21617598831653595,0.26497092843055725,0.1669811302547797
20190623_hrrrt20_ordinary_kriging,10.0,0.98,22.40524673461914,15.12774658203125,0.19713808596134186,0.18420203030109406,0.14070827087032928
20190623_hrrrt20_pk,10.0,0.98,49.123653411865234,37.96145248413086,0.2562461495399475,0.15274199843406677,0.2780067191619846
20190623_hrrrt20_npk,1.0,0.98,84.16546630859375,74.49605560302734,0.46202388405799866,0.3923919200897217,0.286498018738551
20190623_hrrrt20_idw,1.0,0.98,26.3625431060791,17.876232147216797,0.21368110179901123,0.5503145456314087,0.158153935836813
20190623_hrrrt20_ordinary_kriging,1.0,0.98,36.48115921020508,30.081113815307617,0.3195837438106537,0.5068500638008118,0.22702598864444554
20190623_hrrrt20_pk,1.0,0.98,75.70791625976562,64.81365203857422,0.4092056453227997,0.30172327160835266,0.35812083235477016
20190623_hrrrt20_npk,20.0,0.98,25.018980026245117,16.286848068237305,0.13832983374595642,0.08084852993488312,0.05990676497093533
20190623_hrrrt20_idw,20.0,0.98,24.3469295501709,15.867256164550781,0.2348906546831131,0.15019598603248596,0.16937960347297032
20190623_hrrrt20_ordinary_kriging,20.0,0.98,22.936885833740234,13.360390663146973,0.20441105961799622,0.16923877596855164,0.13957928619417345
20190623_hrrrt20_pk,20.0,0.98,21.907970428466797,15.71570873260498,0.12935800850391388,0.06663677841424942,0.05064092041961281
20190623_hrrrt20_npk,30.0,0.98,14.256528854370117,9.904114723205566,0.07193449884653091,0.03681707754731178,0.06313736996437841
20190623_hrrrt20_idw,30.0,0.98,19.09471321105957,14.02231502532959,0.21671029925346375,0.11926225572824478,0.15181204609911855
20190623_hrrrt20_ordinary_kriging,30.0,0.98,17.252492904663086,12.619246482849121,0.20292264223098755,0.16552695631980896,0.13486981055542033
20190623_hrrrt20_pk,30.0,0.98,15.082823753356934,10.423274993896484,0.08422531932592392,0.03628760948777199,0.07989900159038635
20190623_hrrrt20_npk,5.0,0.98,45.90773010253906,36.90339279174805,0.24627350270748138,0.1305529624223709,0.279703101558582
20190623_hrrrt20_idw,5.0,0.98,26.02999496459961,17.167009353637695,0.2130253165960312,0.30463993549346924,0.15949834666508836
20190623_hrrrt20_ordinary_kriging,5.0,0.98,26.63201904296875,18.310123443603516,0.22496764361858368,0.1841515451669693,0.17395065904816076
20190623_hrrrt20_pk,5.0,0.98,53.717891693115234,41.117393493652344,0.27816450595855713,0.15227530896663666,0.33992030816565477
20190624_hrrrt20_npk,10.0,0.98,33.9587287902832,27.54298973083496,0.21438248455524445,0.12544137239456177,0.16296583850616247
20190624_hrrrt20_idw,10.0,0.98,16.836978912353516,13.306482315063477,0.217686265707016,0.27346500754356384,0.12896539811094185
20190624_hrrrt20_ordinary_kriging,10.0,0.98,20.37670135498047,16.431516647338867,0.2432265728712082,0.227289617061615,0.13524469706112252
20190624_hrrrt20_pk,10.0,0.98,24.63753318786621,19.958309173583984,0.158820241689682,0.09006007015705109,0.1005074314142653
20190624_hrrrt20_npk,1.0,0.98,70.61002349853516,60.74211120605469,0.4509601891040802,0.4391803443431854,0.30693269173822
20190624_hrrrt20_idw,1.0,0.98,22.57730484008789,18.257396697998047,0.2609294056892395,0.5054651498794556,0.14860744118718847
20190624_hrrrt20_ordinary_kriging,1.0,0.98,22.52107810974121,18.142257690429688,0.2591671347618103,0.5335143804550171,0.1482090899092802
20190624_hrrrt20_pk,1.0,0.98,56.30128860473633,48.22735595703125,0.3805486261844635,0.3798765540122986,0.30210252820885364
20190624_hrrrt20_npk,20.0,0.98,14.344406127929688,10.107415199279785,0.08486400544643402,0.051788080483675,0.08314836040359533
20190624_hrrrt20_idw,20.0,0.98,15.726880073547363,11.977417945861816,0.21911540627479553,0.13850322365760803,0.1178564778027262
20190624_hrrrt20_ordinary_kriging,20.0,0.98,22.07365608215332,18.12267303466797,0.2719065248966217,0.20524166524410248,0.1373050027624225
20190624_hrrrt20_pk,20.0,0.98,15.605582237243652,10.18246078491211,0.08708367496728897,0.041277460753917694,0.07041902288888673
20190624_hrrrt20_npk,30.0,0.98,9.04278564453125,6.813807487487793,0.06621149927377701,0.03154947981238365,0.050739514261932635
20190624_hrrrt20_idw,30.0,0.98,15.182283401489258,11.853904724121094,0.24112743139266968,0.1287052035331726,0.11268833004329702
20190624_hrrrt20_ordinary_kriging,30.0,0.98,22.052595138549805,18.178871154785156,0.2960697412490845,0.20992082357406616,0.13200679895110604
20190624_hrrrt20_pk,30.0,0.98,10.900699615478516,8.011747360229492,0.06975559145212173,0.03294431418180466,0.050455246049008355
20190624_hrrrt20_npk,5.0,0.98,29.494203567504883,24.780061721801758,0.19720447063446045,0.11896239221096039,0.14071155636368293
20190624_hrrrt20_idw,5.0,0.98,22.628585815429688,17.983556747436523,0.26640012860298157,0.2920564115047455,0.14469989281966641
20190624_hrrrt20_ordinary_kriging,5.0,0.98,23.925743103027344,19.27055549621582,0.28114452958106995,0.3451693058013916,0.1477242835255423
20190624_hrrrt20_pk,5.0,0.98,44.43080139160156,35.73573303222656,0.28959542512893677,0.17965009808540344,0.31764208900007423
20190624_hrrrt22_npk,10.0,0.98,52.94304656982422,44.302955627441406,0.2849096357822418,0.17701685428619385,0.25836485506841794
20190624_hrrrt22_idw,10.0,0.98,22.47425079345703,17.161376953125,0.22956131398677826,0.35924190282821655,0.13669108892866405
20190624_hrrrt22_ordinary_kriging,10.0,0.98,27.022478103637695,21.613235473632812,0.25722089409828186,0.3818775415420532,0.14700653807323344
20190624_hrrrt22_pk,10.0,0.98,48.823001861572266,39.05682373046875,0.2605120539665222,0.16861894726753235,0.24905236591278243
20190624_hrrrt22_npk,1.0,0.98,70.43465423583984,60.02761459350586,0.36994829773902893,0.3330273926258087,0.20649277622944745
20190624_hrrrt22_idw,1.0,0.98,29.605392456054688,23.36735725402832,0.2748177647590637,0.5482575297355652,0.14959678447816396
20190624_hrrrt22_ordinary_kriging,1.0,0.98,30.08026695251465,23.61883544921875,0.2712724506855011,0.4898940324783325,0.14800837591566846
20190624_hrrrt22_pk,1.0,0.98,75.33875274658203,62.49026870727539,0.39668741822242737,0.38699615001678467,0.32064297787010915
20190624_hrrrt22_npk,20.0,0.98,25.22127342224121,17.366188049316406,0.12118353694677353,0.0929940715432167,0.06530971635746796
20190624_hrrrt22_idw,20.0,0.98,20.849008560180664,15.931644439697266,0.2322203814983368,0.2151206135749817,0.12613077959172062
20190624_hrrrt22_ordinary_kriging,20.0,0.98,27.24973487854004,22.0,0.27448391914367676,0.23150146007537842,0.14155368331823626
20190624_hrrrt22_pk,20.0,0.98,19.19063377380371,13.719563484191895,0.08828279376029968,0.08883120119571686,0.056985408039745736
20190624_hrrrt22_npk,30.0,0.98,14.01138973236084,9.557531356811523,0.06637091934680939,0.06939783692359924,0.07629127065812245
20190624_hrrrt22_idw,30.0,0.98,20.477468490600586,15.097977638244629,0.24215607345104218,0.17810747027397156,0.12109027761702551
20190624_hrrrt22_ordinary_kriging,30.0,0.98,27.76898956298828,22.466875076293945,0.2897322475910187,0.24011845886707306,0.1370989360245477
20190624_hrrrt22_pk,30.0,0.98,13.732069969177246,9.297356605529785,0.06369645148515701,0.06661952286958694,0.07503576597432465
20190624_hrrrt22_npk,5.0,0.98,50.96654510498047,42.990238189697266,0.278055340051651,0.17134690284729004,0.22310813365790513
20190624_hrrrt22_idw,5.0,0.98,29.673301696777344,23.30190086364746,0.28243178129196167,0.3816312551498413,0.1492198155799011
20190624_hrrrt22_ordinary_kriging,5.0,0.98,30.576866149902344,24.378982543945312,0.2888498902320862,0.43752604722976685,0.15126349812187273
20190624_hrrrt22_pk,5.0,0.98,48.62157440185547,38.71517562866211,0.25325867533683777,0.17416127026081085,0.2747101318940523
20190626_hrrrt17_npk,10.0,0.98,55.72819137573242,44.88093185424805,0.24233552813529968,0.15778131783008575,0.23009381190540837
20190626_hrrrt17_idw,10.0,0.98,18.979204177856445,14.541632652282715,0.15763774514198303,0.29266947507858276,0.11020000568552209
20190626_hrrrt17_ordinary_kriging,10.0,0.98,23.60203742980957,18.311906814575195,0.18157421052455902,0.22892507910728455,0.11452158822661875
20190626_hrrrt17_pk,10.0,0.98,41.17012023925781,32.46773147583008,0.17702865600585938,0.12297774851322174,0.1528895770912461
20190626_hrrrt17_npk,1.0,0.98,108.00265502929688,99.44847106933594,0.5367099046707153,0.4519256055355072,0.3988210652001917
20190626_hrrrt17_idw,1.0,0.98,20.3331298828125,15.278352737426758,0.15741488337516785,0.5035807490348816,0.10543252382590577
20190626_hrrrt17_ordinary_kriging,1.0,0.98,26.26233673095703,20.949951171875,0.19815807044506073,0.5347548723220825,0.12469283734496113
20190626_hrrrt17_pk,1.0,0.98,94.18031311035156,83.98780059814453,0.44327011704444885,0.4228461682796478,0.33088421676542706
20190626_hrrrt17_npk,20.0,0.98,14.797895431518555,11.145560264587402,0.06503841280937195,0.03890269249677658,0.030080093385196464
20190626_hrrrt17_idw,20.0,0.98,18.37933921813965,13.541958808898926,0.16557326912879944,0.14583927392959595,0.09629089078192934
20190626_hrrrt17_ordinary_kriging,20.0,0.98,24.220548629760742,19.1055850982666,0.204182967543602,0.15949009358882904,0.11333716687463821
20190626_hrrrt17_pk,20.0,0.98,13.703470230102539,10.644073486328125,0.0637623742222786,0.029342789202928543,0.019985526529037265
20190626_hrrrt17_npk,30.0,0.98,11.098267555236816,8.292886734008789,0.04743477702140808,0.02309456281363964,0.03427744913030739
20190626_hrrrt17_idw,30.0,0.98,17.44849967956543,12.39853572845459,0.1685977727174759,0.14253392815589905,0.09293990002947244
20190626_hrrrt17_ordinary_kriging,30.0,0.98,19.94461441040039,14.919456481933594,0.18282558023929596,0.1579476147890091,0.10009715666190055
20190626_hrrrt17_pk,30.0,0.98,11.162315368652344,8.468061447143555,0.05685516819357872,0.02898101508617401,0.013596529022341108
20190626_hrrrt17_npk,5.0,0.98,65.87918090820312,55.99742889404297,0.3047313988208771,0.16903676092624664,0.2656938870924599
20190626_hrrrt17_idw,5.0,0.98,20.509166717529297,15.99434757232666,0.16611792147159576,0.32671666145324707,0.11020022512051243
20190626_hrrrt17_ordinary_kriging,5.0,0.98,26.454580307006836,21.157758712768555,0.20193791389465332,0.31170833110809326,0.1231573700854964
20190626_hrrrt17_pk,5.0,0.98,55.67408752441406,44.37922668457031,0.24238817393779755,0.15763376653194427,0.2436692356306313
20190628_hrrrt20_npk,10.0,0.98,79.36288452148438,66.01573181152344,0.3271806240081787,0.23997992277145386,0.26620041438255765
20190628_hrrrt20_idw,10.0,0.98,22.71734046936035,17.54163360595703,0.1790715903043747,0.3138471841812134,0.08688236341901466
20190628_hrrrt20_ordinary_kriging,10.0,0.98,27.182273864746094,21.42120933532715,0.19233761727809906,0.232736736536026,0.08396922323895105
20190628_hrrrt20_pk,10.0,0.98,61.584083557128906,47.812965393066406,0.23233173787593842,0.1809205412864685,0.2024123929650939
20190628_hrrrt20_npk,1.0,0.98,114.99565124511719,107.03205108642578,0.5397689938545227,0.5072166323661804,0.2888593943520365
20190628_hrrrt20_idw,1.0,0.98,23.877756118774414,17.660503387451172,0.23832657933235168,0.5628776550292969,0.09986659564508148
20190628_hrrrt20_ordinary_kriging,1.0,0.98,23.988588333129883,17.55843162536621,0.2381901741027832,0.47619202733039856,0.09957835438237497
20190628_hrrrt20_pk,1.0,0.98,98.33956909179688,86.51777648925781,0.4557887613773346,0.45720207691192627,0.3203974656859068
20190628_hrrrt20_npk,20.0,0.98,13.041412353515625,9.739701271057129,0.05543786659836769,0.021174654364585876,0.015763908753926973
20190628_hrrrt20_idw,20.0,0.98,19.787349700927734,13.547146797180176,0.1804470717906952,0.18564192950725555,0.07170197928483944
20190628_hrrrt20_ordinary_kriging,20.0,0.98,21.492979049682617,15.592309951782227,0.19179923832416534,0.19032777845859528,0.0847828586016247
20190628_hrrrt20_pk,20.0,0.98,12.780247688293457,9.608416557312012,0.04975869879126549,0.015277555212378502,0.016040827657737795
20190628_hrrrt20_npk,30.0,0.98,8.348222732543945,5.784170150756836,0.03867839649319649,0.0132107799872756,0.03615410444845083
20190628_hrrrt20_idw,30.0,0.98,17.718402862548828,12.268131256103516,0.18385100364685059,0.16670259833335876,0.06990360487429713
20190628_hrrrt20_ordinary_kriging,30.0,0.98,19.74030303955078,13.879707336425781,0.18538545072078705,0.19330556690692902,0.07596570159552819
20190628_hrrrt20_pk,30.0,0.98,9.744026184082031,6.7206315994262695,0.03825119510293007,0.012149620801210403,0.036539503471277254
20190628_hrrrt20_npk,5.0,0.98,81.58341217041016,71.21145629882812,0.36235782504081726,0.2439088374376297,0.26073379917230927
20190628_hrrrt20_idw,5.0,0.98,20.5090274810791,15.3150053024292,0.22367757558822632,0.3365235924720764,0.0942781054530201
20190628_hrrrt20_ordinary_kriging,5.0,0.98,24.1213436126709,18.00462532043457,0.2402915507555008,0.35447821021080017,0.09952138118385531
20190628_hrrrt20_pk,5.0,0.98,72.7208251953125,57.91722869873047,0.28832942247390747,0.19333788752555847,0.2712922552118353
20190701_hrrrt22_npk,10.0,0.98,73.38334655761719,61.84920120239258,0.31206992268562317,0.25618821382522583,0.25955919999397775
20190701_hrrrt22_idw,10.0,0.98,17.62546157836914,12.789259910583496,0.1128852441906929,0.30074551701545715,0.07282015653978409
20190701_hrrrt22_ordinary_kriging,10.0,0.98,22.807640075683594,17.38134002685547,0.133554607629776,0.24910081923007965,0.07598221816055271
20190701_hrrrt22_pk,10.0,0.98,65.52410888671875,53.880638122558594,0.2684878706932068,0.21941278874874115,0.2405481515945695
20190701_hrrrt22_npk,1.0,0.98,121.35892486572266,113.8853530883789,0.5981146693229675,0.5305271148681641,0.36171846727363133
20190701_hrrrt22_idw,1.0,0.98,20.773012161254883,14.963264465332031,0.18466362357139587,0.5526688098907471,0.08626635158614765
20190701_hrrrt22_ordinary_kriging,1.0,0.98,22.261186599731445,16.562870025634766,0.19302265346050262,0.4877431392669678,0.08316901407967615
20190701_hrrrt22_pk,1.0,0.98,104.26155090332031,93.63560485839844,0.498931348323822,0.5356722474098206,0.4024093539266138
20190701_hrrrt22_npk,20.0,0.98,22.689340591430664,14.83430004119873,0.08048059791326523,0.04859982803463936,0.09209840103315002
20190701_hrrrt22_idw,20.0,0.98,15.961484909057617,10.806835174560547,0.11256629973649979,0.17304861545562744,0.06499421647723184
20190701_hrrrt22_ordinary_kriging,20.0,0.98,19.885358810424805,14.403417587280273,0.14368855953216553,0.18094265460968018,0.07784772265673032
20190701_hrrrt22_pk,20.0,0.98,15.37811279296875,11.191133499145508,0.05713047832250595,0.029001004993915558,0.048330282676137815
20190701_hrrrt22_npk,30.0,0.98,7.209192276000977,5.429218769073486,0.030922457575798035,0.008383922278881073,0.031919229449000656
20190701_hrrrt22_idw,30.0,0.98,15.544589042663574,10.425034523010254,0.1136983260512352,0.14987772703170776,0.06419532256775135
20190701_hrrrt22_ordinary_kriging,30.0,0.98,20.645231246948242,15.102161407470703,0.15158872306346893,0.18417669832706451,0.07628580319523613
20190701_hrrrt22_pk,30.0,0.98,8.41836929321289,6.033406734466553,0.030298784375190735,0.009606881998479366,0.031900143593119455
20190701_hrrrt22_npk,5.0,0.98,68.35906982421875,61.13180923461914,0.3226204812526703,0.233560711145401,0.2039406589664221
20190701_hrrrt22_idw,5.0,0.98,17.5415096282959,12.847379684448242,0.1705642193555832,0.3229098320007324,0.08001776267446238
20190701_hrrrt22_ordinary_kriging,5.0,0.98,20.787179946899414,15.15467643737793,0.18864235281944275,0.3425213694572449,0.08702419940102607
20190701_hrrrt22_pk,5.0,0.98,67.26485443115234,55.95996856689453,0.302862286567688,0.2098277360200882,0.2705955793445753
20190702_hrrrt17_npk,10.0,0.98,72.65303802490234,57.62164306640625,0.2853831350803375,0.17998217046260834,0.2638462788104382
20190702_hrrrt17_idw,10.0,0.98,20.387365341186523,15.653376579284668,0.16448380053043365,0.2566319406032562,0.09462623185094686
20190702_hrrrt17_ordinary_kriging,10.0,0.98,23.009868621826172,17.76105308532715,0.1730373352766037,0.2607186734676361,0.09655093323959017
20190702_hrrrt17_pk,10.0,0.98,58.4455680847168,43.18903350830078,0.20925848186016083,0.1491842269897461,0.19377457399084788
20190702_hrrrt17_npk,1.0,0.98,119.33485412597656,111.41395568847656,0.5506426692008972,0.49457982182502747,0.412199026569482
20190702_hrrrt17_idw,1.0,0.98,25.321157455444336,18.7625732421875,0.18358106911182404,0.5798019170761108,0.09791342217354751
20190702_hrrrt17_ordinary_kriging,1.0,0.98,30.55904197692871,24.055227279663086,0.20680788159370422,0.5024599432945251,0.06667246433977755
20190702_hrrrt17_pk,1.0,0.98,89.71807861328125,78.98416900634766,0.38577374815940857,0.420829176902771,0.2808935013227372
20190702_hrrrt17_npk,20.0,0.98,15.718854904174805,11.685993194580078,0.06274215131998062,0.022087283432483673,0.02169524680866974
20190702_hrrrt17_idw,20.0,0.98,18.133073806762695,12.571558952331543,0.16109301149845123,0.14700205624103546,0.07867011808985298
20190702_hrrrt17_ordinary_kriging,20.0,0.98,23.557188034057617,17.537382125854492,0.1893721967935562,0.18760548532009125,0.09454752098810094
20190702_hrrrt17_pk,20.0,0.98,13.509285926818848,9.696434020996094,0.05199523642659187,0.023519504815340042,0.025588597236031792
20190702_hrrrt17_npk,30.0,0.98,8.964715003967285,6.426080703735352,0.03866151347756386,0.01893683709204197,0.017848538373835203
20190702_hrrrt17_idw,30.0,0.98,16.019655227661133,10.966876029968262,0.16251306235790253,0.12894299626350403,0.07294058629432641
20190702_hrrrt17_ordinary_kriging,30.0,0.98,23.137264251708984,17.480823516845703,0.19382259249687195,0.1982986479997635,0.09006818116232397
20190702_hrrrt17_pk,30.0,0.98,8.967329025268555,6.389500617980957,0.035205502063035965,0.013390675187110901,0.005405999038431689
20190702_hrrrt17_npk,5.0,0.98,76.99261474609375,64.74588775634766,0.3154456317424774,0.1919579803943634,0.2699505693914549
20190702_hrrrt17_idw,5.0,0.98,23.05327033996582,17.593524932861328,0.1779017150402069,0.29951050877571106,0.09823213541915961
20190702_hrrrt17_ordinary_kriging,5.0,0.98,26.143714904785156,19.72661781311035,0.18828116357326508,0.3602102994918823,0.1030314567825652
20190702_hrrrt17_pk,5.0,0.98,66.4151611328125,52.37895584106445,0.2627872824668884,0.14676640927791595,0.24973928068562173
20190705_hrrrt18_npk,10.0,0.98,58.37001419067383,49.032005310058594,0.2820361256599426,0.15986749529838562,0.27742092698311854
20190705_hrrrt18_idw,10.0,0.98,19.053319931030273,14.43287181854248,0.197445347905159,0.2689499258995056,0.12090372491950536
20190705_hrrrt18_ordinary_kriging,10.0,0.98,28.610782623291016,22.775970458984375,0.25341445207595825,0.32968613505363464,0.1398007620046788
20190705_hrrrt18_pk,10.0,0.98,50.191402435302734,39.58195495605469,0.2259080559015274,0.11980032920837402,0.24757058300466947
20190705_hrrrt18_npk,1.0,0.98,99.29776000976562,92.23175811767578,0.5021613836288452,0.4278034567832947,0.26377070319752577
20190705_hrrrt18_idw,1.0,0.98,32.3426513671875,26.105276107788086,0.2590515613555908,0.5797582268714905,0.14283575071971552
20190705_hrrrt18_ordinary_kriging,1.0,0.98,29.842878341674805,23.89866828918457,0.2416429966688156,0.542730987071991,0.1471890259305676
20190705_hrrrt18_pk,1.0,0.98,89.89006805419922,77.10745239257812,0.4219016134738922,0.4615029990673065,0.31449162777811607
20190705_hrrrt18_npk,20.0,0.98,26.932640075683594,17.43729019165039,0.10084344446659088,0.036191340535879135,0.12317476858021459
20190705_hrrrt18_idw,20.0,0.98,16.05730438232422,11.715593338012695,0.19127926230430603,0.12937447428703308,0.09333308001424384
20190705_hrrrt18_ordinary_kriging,20.0,0.98,23.610815048217773,18.038145065307617,0.2353956550359726,0.19116739928722382,0.11736785227175466
20190705_hrrrt18_pk,20.0,0.98,15.969161987304688,11.571795463562012,0.06612539291381836,0.02322314865887165,0.06188094242486492
20190705_hrrrt18_npk,30.0,0.98,8.771665573120117,6.908647060394287,0.04476715996861458,0.012450065463781357,0.025927158834435814
20190705_hrrrt18_idw,30.0,0.98,16.553503036499023,11.941771507263184,0.20995283126831055,0.11872334778308868,0.09556801999515115
20190705_hrrrt18_ordinary_kriging,30.0,0.98,20.66046905517578,15.18061351776123,0.2312360554933548,0.16709691286087036,0.10447239235344316
20190705_hrrrt18_pk,30.0,0.98,9.244635581970215,7.19236421585083,0.044034842401742935,0.015026372857391834,0.03157904882747148
20190705_hrrrt18_npk,5.0,0.98,57.316104888916016,51.30704116821289,0.29053354263305664,0.14492858946323395,0.24329749865541744
20190705_hrrrt18_idw,5.0,0.98,27.521709442138672,20.643884658813477,0.2402001917362213,0.3031052052974701,0.1375834694461036
20190705_hrrrt18_ordinary_kriging,5.0,0.98,31.719932556152344,25.00667953491211,0.27307480573654175,0.4028175175189972,0.14543817959587707
20190705_hrrrt18_pk,5.0,0.98,53.115177154541016,44.461456298828125,0.2696533799171448,0.12569740414619446,0.2992173854724073
20190706_hrrrt20_npk,10.0,0.98,36.68117904663086,28.07811164855957,0.19174160063266754,0.1854422390460968,0.09313286092119569
20190706_hrrrt20_idw,10.0,0.98,23.96782112121582,16.053430557250977,0.14492760598659515,0.4043799638748169,0.1532983089633376
20190706_hrrrt20_ordinary_kriging,10.0,0.98,27.436872482299805,18.985353469848633,0.15999090671539307,0.2540135681629181,0.15134141734188802
20190706_hrrrt20_pk,10.0,0.98,35.27199935913086,26.384065628051758,0.176742821931839,0.19030267000198364,0.053477282134651374
20190706_hrrrt20_npk,1.0,0.98,70.10340118408203,61.53673553466797,0.4590233862400055,0.4065972864627838,0.21919410168167544
20190706_hrrrt20_idw,1.0,0.98,30.047189712524414,23.17430877685547,0.23404181003570557,0.5866790413856506,0.13485125354864438
20190706_hrrrt20_ordinary_kriging,1.0,0.98,30.25009536743164,22.49383544921875,0.22094175219535828,0.48353317379951477,0.16698382893388689
20190706_hrrrt20_pk,1.0,0.98,56.99496841430664,46.931480407714844,0.3363663852214813,0.3834802508354187,0.15820185631537256
20190706_hrrrt20_npk,20.0,0.98,14.67854118347168,10.60390567779541,0.08144689351320267,0.0928717851638794,0.04214486698820918
20190706_hrrrt20_idw,20.0,0.98,20.24566078186035,15.269148826599121,0.1636798232793808,0.19764947891235352,0.11213813702877075
20190706_hrrrt20_ordinary_kriging,20.0,0.98,21.671064376831055,16.418066024780273,0.16896076500415802,0.19359873235225677,0.13253560498210565
20190706_hrrrt20_pk,20.0,0.98,15.746200561523438,10.803726196289062,0.08164823055267334,0.09789526462554932,0.052085579155933925
20190706_hrrrt20_npk,30.0,0.98,13.747917175292969,8.641213417053223,0.06600728631019592,0.08784329891204834,0.04582708470550752
20190706_hrrrt20_idw,30.0,0.98,16.22525978088379,10.838563919067383,0.12567761540412903,0.17528481781482697,0.10010480719062992
20190706_hrrrt20_ordinary_kriging,30.0,0.98,16.482545852661133,11.07740592956543,0.11885930597782135,0.17678987979888916,0.09084614081974547
20190706_hrrrt20_pk,30.0,0.98,12.927619934082031,7.957415580749512,0.05521954596042633,0.08522361516952515,0.04076817241747795
20190706_hrrrt20_npk,5.0,0.98,44.928001403808594,36.55472946166992,0.2803177535533905,0.22197231650352478,0.15128656222295392
20190706_hrrrt20_idw,5.0,0.98,22.400402069091797,15.39773941040039,0.18332959711551666,0.4296870529651642,0.15354143014583121
20190706_hrrrt20_ordinary_kriging,5.0,0.98,27.043880462646484,19.70195198059082,0.2152266800403595,0.4261358380317688,0.16490542655497686
20190706_hrrrt20_pk,5.0,0.98,47.122283935546875,36.970516204833984,0.2743355333805084,0.20261208713054657,0.13236531925708225
20190706_hrrrt23_npk,10.0,0.98,64.32076263427734,51.175209045410156,0.30365386605262756,0.21347901225090027,0.26423779801684255
20190706_hrrrt23_idw,10.0,0.98,27.25,20.097097396850586,0.1850987821817398,0.3842964768409729,0.1831530115406085
20190706_hrrrt23_ordinary_kriging,10.0,0.98,39.286312103271484,30.07811164855957,0.26991114020347595,0.2253604233264923,0.2198753122701577
20190706_hrrrt23_pk,10.0,0.98,61.950286865234375,48.85636901855469,0.28747785091400146,0.2050318717956543,0.2340236158296343
20190706_hrrrt23_npk,1.0,0.98,89.10961151123047,78.3099136352539,0.45924246311187744,0.32747161388397217,0.24130679705679536
20190706_hrrrt23_idw,1.0,0.98,31.590412139892578,24.68047332763672,0.2300143539905548,0.5888627767562866,0.19680823780876233
20190706_hrrrt23_ordinary_kriging,1.0,0.98,40.44476318359375,30.263559341430664,0.2852135896682739,0.463422954082489,0.2319068971943614
20190706_hrrrt23_pk,1.0,0.98,75.61546325683594,64.8004150390625,0.3850632309913635,0.2895660698413849,0.2806673197328913
20190706_hrrrt23_npk,20.0,0.98,18.277002334594727,13.403722763061523,0.09474269300699234,0.066853828728199,0.040049057460780205
20190706_hrrrt23_idw,20.0,0.98,22.68735122680664,16.78059196472168,0.1974503993988037,0.1133599728345871,0.17477117836969677
20190706_hrrrt23_ordinary_kriging,20.0,0.98,27.422134399414062,19.612754821777344,0.22268888354301453,0.08788258582353592,0.1876872802457476
20190706_hrrrt23_pk,20.0,0.98,20.57103157043457,14.528107643127441,0.09976530820131302,0.0669730007648468,0.10235496328490135
20190706_hrrrt23_npk,30.0,0.98,14.494600296020508,9.908647537231445,0.0759562999010086,0.042775947600603104,0.06934072362940825
20190706_hrrrt23_idw,30.0,0.98,25.03545570373535,18.149232864379883,0.2197498083114624,0.10223676264286041,0.18097351373364218
20190706_hrrrt23_ordinary_kriging,30.0,0.98,26.295068740844727,18.665620803833008,0.22485855221748352,0.08294589072465897,0.17927355209687412
20190706_hrrrt23_pk,30.0,0.98,15.36660385131836,10.093612670898438,0.07937277853488922,0.03845658525824547,0.0459194282204316
20190706_hrrrt23_npk,5.0,0.98,55.002437591552734,45.89516830444336,0.2721707224845886,0.2091669887304306,0.1380368738873653
20190706_hrrrt23_idw,5.0,0.98,30.04628562927246,22.037769317626953,0.21862028539180756,0.4321087896823883,0.20964417063493673
20190706_hrrrt23_ordinary_kriging,5.0,0.98,40.91033172607422,31.160072326660156,0.2928890883922577,0.37883150577545166,0.23152970084033986
20190706_hrrrt23_pk,5.0,0.98,49.74425506591797,40.190696716308594,0.24454887211322784,0.18595033884048462,0.18900481899956006
20190708_hrrrt17_npk,10.0,0.98,69.82612609863281,57.78464889526367,0.2896251380443573,0.17138439416885376,0.1681546245959413
20190708_hrrrt17_idw,10.0,0.98,28.274560928344727,21.599403381347656,0.1506432145833969,0.3143813908100128,0.10529864521728623
20190708_hrrrt17_ordinary_kriging,10.0,0.98,33.326026916503906,25.477895736694336,0.16390526294708252,0.235051691532135,0.09133329549768639
20190708_hrrrt17_pk,10.0,0.98,71.19326782226562,56.83038330078125,0.28250420093536377,0.17304816842079163,0.21104779221195855
20190708_hrrrt17_npk,1.0,0.98,112.35362243652344,104.37129974365234,0.5567140579223633,0.3986777663230896,0.25240973749080275
20190708_hrrrt17_idw,1.0,0.98,52.16087341308594,45.0885124206543,0.3014533221721649,0.6269441843032837,0.11962373153163448
